Concatenation,Estimated resolicitation Date,ContractNumber,NDCWithDashes,Drug,Generic,TradeName,PackageDescription,Non-TAA,VendorName,5 Year option end, Price ,Offers,Estimated Annual Quantities,Estimated Annual Spend,ContractStartDate,ContractStopDate,5 Year option end,Contract Start Year,SubItemIdentifier,VAClass,Covered,PrimeVendor,PriceStartDate,PriceStopDate,PriceType
"36E79721D0040VENLAFAXINE HCL 150MG 24HR CAP,SA90",3-Mar-26,36E79721D0040,42291-0899-90,VENLAFAXINE HCL,"VENLAFAXINE HCL 150MG 24HR CAP,SA","VENLAFAXINE HCL 150MG 24HR CAP,SA",90,Compliant,"AvKARE, LLC",30-Aug-26, $8.97 , 5.00 ," 238,936.00 "," $2,143,255.92 ",08/30/2021,08/29/2024,2026,2021,,CN609,F,T,08/30/2021,08/29/2024,NC
"36E79721D0040VENLAFAXINE HCL 150MG 24HR CAP,SA500",3-Mar-26,36E79721D0040,42291-0899-50,VENLAFAXINE HCL,"VENLAFAXINE HCL 150MG 24HR CAP,SA","VENLAFAXINE HCL 150MG 24HR CAP,SA",500,Compliant,"AvKARE, LLC",30-Aug-26, $55.86 , 5.00 ," 1,890.00 "," $105,575.40 ",08/30/2021,08/29/2024,2026,2021,,CN609,F,T,08/30/2021,08/29/2024,NC
"36E79721D0040VENLAFAXINE HCL 37.5MG 24HR CAP,SA30",3-Mar-26,36E79721D0040,42291-0897-30,VENLAFAXINE HCL,"VENLAFAXINE HCL 37.5MG 24HR CAP,SA","VENLAFAXINE HCL 37.5MG 24HR CAP,SA",30,Compliant,"AvKARE, LLC",30-Aug-26, $1.91 , 5.00 ," 57,467.00 "," $109,761.97 ",08/30/2021,08/29/2024,2026,2021,,CN609,F,T,08/30/2021,08/29/2024,NC
"36E79721D0040VENLAFAXINE HCL 37.5MG 24HR CAP,SA90",3-Mar-26,36E79721D0040,42291-0897-90,VENLAFAXINE HCL,"VENLAFAXINE HCL 37.5MG 24HR CAP,SA","VENLAFAXINE HCL 37.5MG 24HR CAP,SA",90,Compliant,"AvKARE, LLC",30-Aug-26, $4.36 , 5.00 ," 98,463.00 "," $429,298.68 ",08/30/2021,08/29/2024,2026,2021,,CN609,F,T,08/30/2021,08/29/2024,NC
"36E79721D0040VENLAFAXINE HCL 37.5MG 24HR CAP,SA500",3-Mar-26,36E79721D0040,42291-0897-50,VENLAFAXINE HCL,"VENLAFAXINE HCL 37.5MG 24HR CAP,SA","VENLAFAXINE HCL 37.5MG 24HR CAP,SA",500,Compliant,"AvKARE, LLC",30-Aug-26, $24.65 , 5.00 ," 3,678.00 "," $90,662.70 ",08/30/2021,08/29/2024,2026,2021,,CN609,F,T,08/30/2021,08/29/2024,NC
"36E79721D0040VENLAFAXINE HCL 75MG 24HR CAP,SA30",3-Mar-26,36E79721D0040,42291-0898-30,VENLAFAXINE HCL,"VENLAFAXINE HCL 75MG 24HR CAP,SA","VENLAFAXINE HCL 75MG 24HR CAP,SA",30,Compliant,"AvKARE, LLC",30-Aug-26, $2.25 , 5.00 ," 89,119.00 "," $200,517.75 ",08/30/2021,08/29/2024,2026,2021,,CN609,F,T,08/30/2021,08/29/2024,NC
"36E79721D0040VENLAFAXINE HCL 75MG 24HR CAP,SA90",3-Mar-26,36E79721D0040,42291-0898-90,VENLAFAXINE HCL,"VENLAFAXINE HCL 75MG 24HR CAP,SA","VENLAFAXINE HCL 75MG 24HR CAP,SA",90,Compliant,"AvKARE, LLC",30-Aug-26, $4.85 , 5.00 ," 427,146.00 "," $2,071,658.10 ",08/30/2021,08/29/2024,2026,2021,,CN609,F,T,08/30/2021,08/29/2024,NC
"36E79721D0040VENLAFAXINE HCL 75MG 24HR CAP,SA500",3-Mar-26,36E79721D0040,42291-0898-50,VENLAFAXINE HCL,"VENLAFAXINE HCL 75MG 24HR CAP,SA","VENLAFAXINE HCL 75MG 24HR CAP,SA",500,Compliant,"AvKARE, LLC",30-Aug-26, $27.20 , 5.00 ," 4,460.00 "," $121,312.00 ",08/30/2021,08/29/2024,2026,2021,,CN609,F,T,08/31/2021,08/29/2024,NC
36E79721D0041PIROXICAM 10MG CAP100,13-Feb-26,36E79721D0041,42291-0674-01,PIROXICAM,PIROXICAM 10MG CAP,PIROXICAM 10MG CAP,100,Compliant,"AvKARE, LLC",12-Aug-26, $18.95 , 2.00 , -   , $-   ,08/12/2021,08/11/2024,2026,2021,,MS102,F,T,08/12/2021,08/11/2024,NC
36E79721D0041PIROXICAM 20MG CAP100,13-Feb-26,36E79721D0041,42291-0677-01,PIROXICAM,PIROXICAM 20MG CAP,PIROXICAM 20MG CAP,100,Compliant,"AvKARE, LLC",12-Aug-26, $25.00 , 2.00 , -   , $-   ,08/12/2021,08/11/2024,2026,2021,,MS102,F,T,08/12/2021,08/11/2024,NC
36E79721D0041PIROXICAM 20MG CAP500,13-Feb-26,36E79721D0041,42291-0677-50,PIROXICAM,PIROXICAM 20MG CAP,PIROXICAM 20MG CAP,500,Compliant,"AvKARE, LLC",12-Aug-26, $114.00 , 2.00 , -   , $-   ,08/12/2021,08/11/2024,2026,2021,,MS102,F,T,08/12/2021,08/11/2024,NC
36E79721D0042THIORIDAZINE HCL 100MG TAB100,20-Feb-26,36E79721D0042,00378-0618-01,THIORIDAZINE HCL,THIORIDAZINE HCL 100MG TAB,THIORIDAZINE HCL 100MG TAB,100,Compliant,Mylan Pharmaceuticals Inc.,19-Aug-26, $40.34 , 1.00 , 306.00 ," $12,344.04 ",08/19/2021,08/18/2025,2026,2021,,CN701,F,T,08/19/2021,08/18/2025,NC
36E79721D0042THIORIDAZINE HCL 10MG TAB100,20-Feb-26,36E79721D0042,00378-0612-01,THIORIDAZINE HCL,THIORIDAZINE HCL 10MG TAB,THIORIDAZINE HCL 10MG TAB,100,Compliant,Mylan Pharmaceuticals Inc.,19-Aug-26, $20.14 , 1.00 , 294.00 ," $5,921.16 ",08/19/2021,08/18/2025,2026,2021,,CN701,F,T,08/19/2021,08/18/2025,NC
36E79721D0042THIORIDAZINE HCL 25MG TAB100,20-Feb-26,36E79721D0042,00378-0614-01,THIORIDAZINE HCL,THIORIDAZINE HCL 25MG TAB,THIORIDAZINE HCL 25MG TAB,100,Compliant,Mylan Pharmaceuticals Inc.,19-Aug-26, $28.33 , 1.00 , 526.00 ," $14,901.58 ",08/19/2021,08/18/2025,2026,2021,,CN701,F,T,08/19/2021,08/18/2025,NC
36E79721D0042THIORIDAZINE HCL 50MG TAB100,20-Feb-26,36E79721D0042,00378-0616-01,THIORIDAZINE HCL,THIORIDAZINE HCL 50MG TAB,THIORIDAZINE HCL 50MG TAB,100,Compliant,Mylan Pharmaceuticals Inc.,19-Aug-26, $35.42 , 1.00 , 575.00 ," $20,366.50 ",08/19/2021,08/18/2025,2026,2021,,CN701,F,T,08/19/2021,08/18/2025,NC
36E79721D0043ROPINIROLE HCL 0.25MG TAB100,1-Apr-26,36E79721D0043,10135-0673-01,ROPINIROLE HCL,ROPINIROLE HCL 0.25MG TAB,ROPINIROLE HCL 0.25MG TAB,100,Compliant,"Marlex Pharmaceuticals, Inc.",28-Sep-26, $8.00 , 3.00 ," 61,081.00 "," $488,648.00 ",09/28/2021,09/27/2024,2026,2021,,CN500,F,T,09/28/2021,09/27/2024,NC
36E79721D0043ROPINIROLE HCL 0.5MG TAB100,1-Apr-26,36E79721D0043,10135-0674-01,ROPINIROLE HCL,ROPINIROLE HCL 0.5MG TAB,ROPINIROLE HCL 0.5MG TAB,100,Compliant,"Marlex Pharmaceuticals, Inc.",28-Sep-26, $8.00 , 3.00 ," 84,879.00 "," $679,032.00 ",09/28/2021,09/27/2024,2026,2021,,CN500,F,T,09/28/2021,09/27/2024,NC
36E79721D0043ROPINIROLE HCL 1MG TAB100,1-Apr-26,36E79721D0043,10135-0675-01,ROPINIROLE HCL,ROPINIROLE HCL 1MG TAB,ROPINIROLE HCL 1MG TAB,100,Compliant,"Marlex Pharmaceuticals, Inc.",28-Sep-26, $8.00 , 3.00 ," 108,616.00 "," $868,928.00 ",09/28/2021,09/27/2024,2026,2021,,CN500,F,T,09/28/2021,09/27/2024,NC
36E79721D0043ROPINIROLE HCL 2MG TAB100,1-Apr-26,36E79721D0043,10135-0676-01,ROPINIROLE HCL,ROPINIROLE HCL 2MG TAB,ROPINIROLE HCL 2MG TAB,100,Compliant,"Marlex Pharmaceuticals, Inc.",28-Sep-26, $8.00 , 3.00 ," 62,031.00 "," $496,248.00 ",09/28/2021,09/27/2024,2026,2021,,CN500,F,T,09/28/2021,09/27/2024,NC
36E79721D0043ROPINIROLE HCL 3MG TAB100,1-Apr-26,36E79721D0043,10135-0677-01,ROPINIROLE HCL,ROPINIROLE HCL 3MG TAB,ROPINIROLE HCL 3MG TAB,100,Compliant,"Marlex Pharmaceuticals, Inc.",28-Sep-26, $9.30 , 3.00 ," 20,586.00 "," $191,449.80 ",09/28/2021,09/27/2024,2026,2021,,CN500,F,T,09/28/2021,09/27/2024,NC
36E79721D0043ROPINIROLE HCL 4MG TAB100,1-Apr-26,36E79721D0043,10135-0678-01,ROPINIROLE HCL,ROPINIROLE HCL 4MG TAB,ROPINIROLE HCL 4MG TAB,100,Compliant,"Marlex Pharmaceuticals, Inc.",28-Sep-26, $9.30 , 3.00 ," 19,559.00 "," $181,898.70 ",09/28/2021,09/27/2024,2026,2021,,CN500,F,T,09/28/2021,09/27/2024,NC
36E79721D0043ROPINIROLE HCL 5MG TAB100,1-Apr-26,36E79721D0043,10135-0679-01,ROPINIROLE HCL,ROPINIROLE HCL 5MG TAB,ROPINIROLE HCL 5MG TAB,100,Compliant,"Marlex Pharmaceuticals, Inc.",28-Sep-26, $9.30 , 3.00 ," 5,519.00 "," $51,326.70 ",09/28/2021,09/27/2024,2026,2021,,CN500,F,T,09/28/2021,09/27/2024,NC
36E79721D0044BENAZEPRIL HCL 10MG TAB100,10-May-26,36E79721D0044,51407-0463-01,BENAZEPRIL HCL,BENAZEPRIL HCL 10MG TAB,BENAZEPRIL HCL 10MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",6-Nov-26, $7.07 , 2.00 ," 1,870.00 "," $13,220.90 ",11/06/2021,11/05/2024,2026,2021,,CV800,F,T,11/06/2021,11/05/2024,NC
36E79721D0044BENAZEPRIL HCL 10MG TAB500,10-May-26,36E79721D0044,51407-0463-05,BENAZEPRIL HCL,BENAZEPRIL HCL 10MG TAB,BENAZEPRIL HCL 10MG TAB,500,Compliant,"Golden State Medical Supply, Inc.",6-Nov-26, $33.76 , 2.00 ," 5,855.00 "," $197,664.80 ",11/06/2021,11/05/2024,2026,2021,,CV800,F,T,11/06/2021,11/05/2024,NC
36E79721D0044BENAZEPRIL HCL 20MG TAB100,10-May-26,36E79721D0044,51407-0464-01,BENAZEPRIL HCL,BENAZEPRIL HCL 20MG TAB,BENAZEPRIL HCL 20MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",6-Nov-26, $7.92 , 2.00 ," 2,037.00 "," $16,133.04 ",11/06/2021,11/05/2024,2026,2021,,CV800,F,T,11/06/2021,11/05/2024,NC
36E79721D0044BENAZEPRIL HCL 20MG TAB500,10-May-26,36E79721D0044,51407-0464-05,BENAZEPRIL HCL,BENAZEPRIL HCL 20MG TAB,BENAZEPRIL HCL 20MG TAB,500,Compliant,"Golden State Medical Supply, Inc.",6-Nov-26, $38.01 , 2.00 ," 10,258.00 "," $389,906.58 ",11/06/2021,11/05/2024,2026,2021,,CV800,F,T,11/06/2021,11/05/2024,NC
36E79721D0044BENAZEPRIL HCL 40MG TAB100,10-May-26,36E79721D0044,51407-0465-01,BENAZEPRIL HCL,BENAZEPRIL HCL 40MG TAB,BENAZEPRIL HCL 40MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",6-Nov-26, $10.29 , 2.00 ," 1,765.00 "," $18,161.85 ",11/06/2021,11/05/2024,2026,2021,,CV800,F,T,11/06/2021,11/05/2024,NC
36E79721D0044BENAZEPRIL HCL 40MG TAB500,10-May-26,36E79721D0044,51407-0465-05,BENAZEPRIL HCL,BENAZEPRIL HCL 40MG TAB,BENAZEPRIL HCL 40MG TAB,500,Compliant,"Golden State Medical Supply, Inc.",6-Nov-26, $49.86 , 2.00 ," 9,476.00 "," $472,473.36 ",11/06/2021,11/05/2024,2026,2021,,CV800,F,T,11/06/2021,11/05/2024,NC
36E79721D0044BENAZEPRIL HCL 5MG TAB100,10-May-26,36E79721D0044,51407-0462-01,BENAZEPRIL HCL,BENAZEPRIL HCL 5MG TAB,BENAZEPRIL HCL 5MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",6-Nov-26, $5.49 , 2.00 ," 3,398.00 "," $18,655.02 ",11/06/2021,11/05/2024,2026,2021,,CV800,F,T,11/06/2021,11/05/2024,NC
36E79721D0044BENAZEPRIL HCL 5MG TAB500,10-May-26,36E79721D0044,51407-0462-05,BENAZEPRIL HCL,BENAZEPRIL HCL 5MG TAB,BENAZEPRIL HCL 5MG TAB,500,Compliant,"Golden State Medical Supply, Inc.",6-Nov-26, $25.86 , 2.00 , 867.00 ," $22,420.62 ",11/06/2021,11/05/2024,2026,2021,,CV800,F,T,11/06/2021,11/05/2024,NC
36E79721D0045METOLAZONE 10MG TAB100,25-Feb-26,36E79721D0045,51407-0433-01,METOLAZONE,METOLAZONE 10MG TAB,METOLAZONE 10MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",24-Aug-26, $38.72 , 1.00 ," 1,219.00 "," $47,199.68 ",08/24/2021,08/23/2024,2026,2021,,CV701,F,T,08/24/2021,08/23/2024,NC
36E79721D0045METOLAZONE 2.5MG TAB100,25-Feb-26,36E79721D0045,51407-0431-01,METOLAZONE,METOLAZONE 2.5MG TAB,METOLAZONE 2.5MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",24-Aug-26, $23.94 , 1.00 ," 13,507.00 "," $323,357.58 ",08/24/2021,08/23/2024,2026,2021,,CV701,F,T,08/24/2021,08/23/2024,NC
36E79721D0045METOLAZONE 5MG TAB100,25-Feb-26,36E79721D0045,51407-0432-01,METOLAZONE,METOLAZONE 5MG TAB,METOLAZONE 5MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",24-Aug-26, $27.61 , 1.00 ," 11,309.00 "," $312,241.49 ",08/24/2021,08/23/2024,2026,2021,,CV701,F,T,08/24/2021,08/23/2024,NC
36E79721D0046DILTIAZEM (EQV-CARDIZEM AB3) 120MG 24HR CAP90,10-Apr-26,36E79721D0046,51407-0473-90,DILTIAZEM (EQV-CARDIZEM AB3),DILTIAZEM (EQV-CARDIZEM AB3) 120MG 24HR CAP,DILTIAZEM (EQV-CARDIZEM AB3) 120MG 24HR CAP,90,Compliant,"Golden State Medical Supply, Inc.",7-Oct-26, $8.12 , 3.00 ," 53,095.00 "," $431,131.40 ",10/07/2021,10/06/2024,2026,2021,,CV200,F,T,10/07/2021,10/06/2024,NC
36E79721D0046DILTIAZEM (EQV-CARDIZEM AB3) 180MG 24HR CAP90,10-Apr-26,36E79721D0046,51407-0474-90,DILTIAZEM (EQV-CARDIZEM AB3),DILTIAZEM (EQV-CARDIZEM AB3) 180MG 24HR CAP,DILTIAZEM (EQV-CARDIZEM AB3) 180MG 24HR CAP,90,Compliant,"Golden State Medical Supply, Inc.",7-Oct-26, $8.47 , 3.00 ," 46,234.00 "," $391,601.98 ",10/07/2021,10/06/2024,2026,2021,,CV200,F,T,10/07/2021,10/06/2024,NC
36E79721D0046DILTIAZEM (EQV-CARDIZEM AB3) 240MG 24HR CAP90,10-Apr-26,36E79721D0046,51407-0475-90,DILTIAZEM (EQV-CARDIZEM AB3),DILTIAZEM (EQV-CARDIZEM AB3) 240MG 24HR CAP,DILTIAZEM (EQV-CARDIZEM AB3) 240MG 24HR CAP,90,Compliant,"Golden State Medical Supply, Inc.",7-Oct-26, $12.15 , 3.00 ," 52,700.00 "," $640,305.00 ",10/07/2021,10/06/2024,2026,2021,,CV200,F,T,10/07/2021,10/06/2024,NC
36E79721D0046DILTIAZEM (EQV-CARDIZEM AB3) 300MG 24HR CAP90,10-Apr-26,36E79721D0046,51407-0476-90,DILTIAZEM (EQV-CARDIZEM AB3),DILTIAZEM (EQV-CARDIZEM AB3) 300MG 24HR CAP,DILTIAZEM (EQV-CARDIZEM AB3) 300MG 24HR CAP,90,Compliant,"Golden State Medical Supply, Inc.",7-Oct-26, $13.17 , 3.00 ," 7,056.00 "," $92,927.52 ",10/07/2021,10/06/2024,2026,2021,,CV200,F,T,10/07/2021,10/06/2024,NC
36E79721D0047CINACALCET HCL 30MG TAB30,28-Mar-26,36E79721D0047,42291-0459-30,CINACALCET HCL,CINACALCET HCL 30MG TAB,CINACALCET HCL 30MG TAB,30,Compliant,"AvKARE, LLC",24-Sep-26, $5.50 , 8.00 ," 46,267.00 "," $254,468.50 ",09/24/2021,09/23/2024,2026,2021,,HS900,F,T,09/24/2023,09/23/2024,NC
36E79721D0047CINACALCET HCL 60MG TAB30,28-Mar-26,36E79721D0047,42291-0460-30,CINACALCET HCL,CINACALCET HCL 60MG TAB,CINACALCET HCL 60MG TAB,30,Compliant,"AvKARE, LLC",24-Sep-26, $10.40 , 8.00 ," 10,285.00 "," $106,964.00 ",09/24/2021,09/23/2024,2026,2021,,HS900,F,T,09/24/2023,09/23/2024,NC
36E79721D0047CINACALCET HCL 90MG TAB30,28-Mar-26,36E79721D0047,42291-0461-30,CINACALCET HCL,CINACALCET HCL 90MG TAB,CINACALCET HCL 90MG TAB,30,Compliant,"AvKARE, LLC",24-Sep-26, $15.90 , 8.00 ," 3,605.00 "," $57,319.50 ",09/24/2021,09/23/2024,2026,2021,,HS900,F,T,09/24/2023,09/23/2024,NC
36E79721D0048MELATONIN 1MG CAP/TAB90,19-Mar-26,36E79721D0048,80681-0041-00,MELATONIN,MELATONIN 1MG CAP/TAB,MELATONIN 1MG CAP/TAB,90,Compliant,"The Harvard Drug Group, LLC dba Major Pharmaceuticals & Rugby Laboratories",15-Sep-26, $0.84 , 8.00 ," 20,184.00 "," $16,954.56 ",09/15/2021,09/14/2024,2026,2021,,HA000,F,T,09/15/2021,09/14/2024,NC
36E79721D0048MELATONIN 3MG CAP/TAB60,19-Mar-26,36E79721D0048,80681-0086-00,MELATONIN,MELATONIN 3MG CAP/TAB,MELATONIN 3MG CAP/TAB,60,Compliant,"The Harvard Drug Group, LLC dba Major Pharmaceuticals & Rugby Laboratories",15-Sep-26, $0.60 , 8.00 ," 1,456,724.00 "," $874,034.40 ",09/15/2021,09/14/2024,2026,2021,,HA000,F,T,09/15/2021,09/14/2024,NC
36E79721D0048MELATONIN 5MG CAP/TAB90,19-Mar-26,36E79721D0048,80681-0040-01,MELATONIN,MELATONIN 5MG CAP/TAB,MELATONIN 5MG CAP/TAB,90,Compliant,"The Harvard Drug Group, LLC dba Major Pharmaceuticals & Rugby Laboratories",15-Sep-26, $1.38 , 8.00 ," 275,842.00 "," $380,661.96 ",09/15/2021,09/14/2024,2026,2021,,HA000,F,T,09/15/2023,09/14/2024,NC
"36E79721D0050FLUOROURACIL 5% CREAM,TOP40GM",25-May-26,36E79721D0050,51862-0362-40,FLUOROURACIL,"FLUOROURACIL 5% CREAM,TOP","FLUOROURACIL 5% CREAM,TOP",40GM,Compliant,"Dr. Reddy's Laboratories, Inc.",21-Nov-26, $24.52 , 4.00 ," 94,811.00 "," $2,324,765.72 ",11/21/2021,11/20/2024,2026,2021,,DE600,F,T,11/21/2023,11/20/2024,NC
"36E79721D0050FLUOROURACIL 5% CREAM,TOP40GM",25-May-26,36E79721D0050,75907-0095-40,FLUOROURACIL,"FLUOROURACIL 5% CREAM,TOP","FLUOROURACIL 5% CREAM,TOP",40GM,Compliant,"Dr. Reddy's Laboratories, Inc.",21-Nov-26, $24.52 , 4.00 ," 94,811.00 "," $2,324,765.72 ",11/21/2021,11/20/2024,2026,2021,,DE600,F,T,05/13/2024,11/20/2024,NC
36E79721D0051DUTASTERIDE 0.5MG CAP30,26-Jun-26,36E79721D0051,72865-0140-30,DUTASTERIDE,DUTASTERIDE 0.5MG CAP,DUTASTERIDE 0.5MG CAP,30,Compliant,"XLCare Pharmaceuticals, Inc.",23-Dec-26, $3.66 , 4.00 ," 7,825.00 "," $28,639.50 ",12/23/2021,12/22/2024,2026,2021,,HS900,F,T,12/23/2021,12/22/2024,NC
36E79721D0051DUTASTERIDE 0.5MG CAP90,26-Jun-26,36E79721D0051,72865-0140-90,DUTASTERIDE,DUTASTERIDE 0.5MG CAP,DUTASTERIDE 0.5MG CAP,90,Compliant,"XLCare Pharmaceuticals, Inc.",23-Dec-26, $10.15 , 4.00 ," 25,230.00 "," $256,084.50 ",12/23/2021,12/22/2024,2026,2021,,HS900,F,T,12/23/2021,12/22/2024,NC
"36E79722D0003MESALAMINE 1200MG TAB,EC120",21-May-26,36E79722D0003,51407-0274-12,MESALAMINE,"MESALAMINE 1200MG TAB,EC","MESALAMINE 1200MG TAB,EC",120,Non-Compliant,"Golden State Medical Supply, Inc.",17-Nov-26, $146.00 , 2.00 ," 114,960.00 "," $16,784,160.00 ",11/17/2021,11/16/2024,2026,2021,,GA900,F,T,11/17/2021,11/16/2024,NC
"36E79722D0003MESALAMINE 1200MG TAB,EC120",21-May-26,36E79722D0003,51407-0900-12,MESALAMINE,"MESALAMINE 1200MG TAB,EC","MESALAMINE 1200MG TAB,EC",120,Non-Compliant,"Golden State Medical Supply, Inc.",17-Nov-26, $146.00 , 2.00 ," 114,960.00 "," $16,784,160.00 ",11/17/2021,11/16/2024,2026,2021,,GA900,F,T,05/24/2024,11/16/2024,NC
36E79722D0001IMATINIB MESYLATE 100MG TAB90,31-Aug-26,36E79722D0001,51407-0269-90,IMATINIB MESYLATE,IMATINIB MESYLATE 100MG TAB,IMATINIB MESYLATE 100MG TAB,90,Compliant,"Golden State Medical Supply, Inc.",27-Feb-27, $70.61 , 3.00 ," 7,182.00 "," $507,121.02 ",02/27/2022,02/26/2025,2027,2022,,AN900,F,T,02/27/2022,02/26/2025,NC
36E79722D0001IMATINIB MESYLATE 400MG TAB30,31-Aug-26,36E79722D0001,51407-0270-30,IMATINIB MESYLATE,IMATINIB MESYLATE 400MG TAB,IMATINIB MESYLATE 400MG TAB,30,Compliant,"Golden State Medical Supply, Inc.",27-Feb-27, $91.73 , 3.00 ," 24,905.00 "," $2,284,535.65 ",02/27/2022,02/26/2025,2027,2022,,AN900,F,T,02/27/2022,02/26/2025,NC
36E79722D0005LISINOPRIL 10MG TAB45,16-Aug-26,36E79722D0005,76282-0730-45,LISINOPRIL,LISINOPRIL 10MG TAB,LISINOPRIL 10MG TAB,45,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $0.94 , 3.00 ," 99,135.00 "," $93,186.90 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,08/01/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 10MG TAB90,16-Aug-26,36E79722D0005,76282-0730-90,LISINOPRIL,LISINOPRIL 10MG TAB,LISINOPRIL 10MG TAB,90,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $1.57 , 3.00 ," 321,511.00 "," $504,772.27 ",02/12/2022,02/11/2025,2027,2022,,cv800,F,T,08/01/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 10MG TAB100,16-Aug-26,36E79722D0005,76282-0730-01,LISINOPRIL,LISINOPRIL 10MG TAB,LISINOPRIL 10MG TAB,100,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $1.70 , 3.00 ," 10,252.00 "," $17,428.40 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,08/01/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 10MG TAB1000,16-Aug-26,36E79722D0005,76282-0730-10,LISINOPRIL,LISINOPRIL 10MG TAB,LISINOPRIL 10MG TAB,1000,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $10.71 , 3.00 ," 66,670.00 "," $714,035.70 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,08/01/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 10MG TAB5000,16-Aug-26,36E79722D0005,76282-0419-50,LISINOPRIL,LISINOPRIL 10MG TAB,LISINOPRIL 10MG TAB,5000,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $63.59 , 3.00 , 454.00 ," $28,869.86 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,02/12/2022,02/11/2025,NC
36E79722D0005LISINOPRIL 2.5MG TAB100,16-Aug-26,36E79722D0005,76282-0728-01,LISINOPRIL,LISINOPRIL 2.5MG TAB,LISINOPRIL 2.5MG TAB,100,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $1.06 , 3.00 ," 12,567.00 "," $13,321.02 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,09/15/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 2.5MG TAB500,16-Aug-26,36E79722D0005,76282-0728-05,LISINOPRIL,LISINOPRIL 2.5MG TAB,LISINOPRIL 2.5MG TAB,500,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $5.01 , 3.00 ," 34,564.00 "," $173,165.64 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,09/15/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 20MG TAB45,16-Aug-26,36E79722D0005,76282-0731-45,LISINOPRIL,LISINOPRIL 20MG TAB,LISINOPRIL 20MG TAB,45,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $1.04 , 3.00 ," 135,750.00 "," $141,180.00 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,08/01/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 20MG TAB90,16-Aug-26,36E79722D0005,76282-0731-90,LISINOPRIL,LISINOPRIL 20MG TAB,LISINOPRIL 20MG TAB,90,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $1.91 , 3.00 ," 283,977.00 "," $542,396.07 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,08/01/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 20MG TAB100,16-Aug-26,36E79722D0005,76282-0731-01,LISINOPRIL,LISINOPRIL 20MG TAB,LISINOPRIL 20MG TAB,100,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $2.08 , 3.00 ," 3,976.00 "," $8,270.08 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,08/01/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 20MG TAB180,16-Aug-26,36E79722D0005,76282-0731-18,LISINOPRIL,LISINOPRIL 20MG TAB,LISINOPRIL 20MG TAB,180,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $3.49 , 3.00 ," 34,227.00 "," $119,452.23 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,08/01/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 20MG TAB1000,16-Aug-26,36E79722D0005,76282-0731-10,LISINOPRIL,LISINOPRIL 20MG TAB,LISINOPRIL 20MG TAB,1000,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $14.92 , 3.00 ," 64,814.00 "," $967,024.88 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,08/01/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 20MG TAB5000,16-Aug-26,36E79722D0005,76282-0420-50,LISINOPRIL,LISINOPRIL 20MG TAB,LISINOPRIL 20MG TAB,5000,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $77.77 , 3.00 ," 3,490.00 "," $271,417.30 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,02/12/2022,02/11/2025,NC
